o_id,a_id
371,158
1722,661
5293,2
417,346
200,86
495,1
2938,258
557,6
4723,35
54,0
2227,16
4499,26
2891,9
4404,101
6621,25
67,36
1462,85
8011,112
521,399
1164,743
726,464
2839,15
2131,458
43,76
1371,26
2165,247
8,308
2481,24
42,31
270,7
588,6
27,1570
1171,1
1104,44
1157,62
7895,683
7526,10
3491,1748
458,1
6216,263
38,269
444,108
4007,1449
47,49
1,665
5299,19
40,161
3,55
296,75
2485,37
127,116
2058,9
23,153
1425,41
710,61
2,148
1270,5
6452,0
177,218
3480,11
13,308
4760,998
619,2
3719,13
1096,518
1688,1182
699,27
3093,675
489,11
48,6
57,312
864,184
940,5
209,21
6336,68
566,75
128,29
2435,27
7371,44
2046,64
56,879
238,91
157,15
360,165
897,504
523,354
742,618
20,488
1920,119
66,122
4086,2
1816,8
1313,18
6007,227
2234,199
132,0
7527,250
51,240
141,1870
307,26
203,413
1697,101
3621,249
1093,916
6150,91
604,1895
2784,8
108,22
198,144
150,2051
186,1044
6809,274
94,1724
6525,408
1283,354
1,534
734,0
718,645
40,44
3,160
93,136
2513,192
1322,260
28,533
653,38
1621,81
240,723
6380,1586
154,222
767,190
126,50
382,408
456,26
112,620
82,76
1064,0
31,5
785,545
1,210
6174,971
4215,478
699,148
28,1468
3589,807
1439,48
2517,189
159,502
4916,2118
189,879
2045,346
313,51
2260,0
172,786
232,61
220,518
2030,720
490,1104
56,250
28,1888
125,1316
597,406
62,3
2083,244
982,80
8,42
250,5
1,807
2234,74
56,310
2787,1850
1527,18
526,95
201,680
6268,444
0,1293
37,50
198,15
2182,68
131,66
2779,152
728,6
50,14
57,1242
4866,5
552,99
3523,150
794,32
448,1004
2674,176
4538,37
254,16
201,228
0,1865
159,39
2067,83
2602,292
371,133
4795,228
2214,49
456,133
149,110
1947,2167
414,2
7186,33
1089,1109
148,25
662,407
81,10
7543,317
1243,812
67,75
0,16
309,10
484,32
161,3
1837,163
294,1557
209,383
744,244
5288,1023
7263,1684
38,858
1917,6
5101,1
7071,101
56,5
1158,0
19,123
42,56
1437,87
3492,5
530,164
36,1305
4,3
216,105
43,1160
1073,1355
1,700
1089,221
614,720
26,281
192,1
141,120
298,1145
791,2
606,7
3653,2
2,177
1934,255
7397,69
140,7
6627,1
1085,107
59,177
2276,57
4255,215
6,600
2940,0
301,20
84,868
220,100
183,16
1525,21
1649,449
2342,23
1430,8
2312,70
537,120
242,718
48,27
3286,0
739,1231
414,137
128,50
6631,18
24,67
10,58
104,32
318,71
122,588
599,50
1300,23
2378,286
20,469
7005,84
223,334
66,23
5030,35
1115,16
626,127
8,388
1313,117
446,378
3887,35
5391,159
517,13
448,330
782,99
14,9
307,1
122,0
6724,17
855,744
41,126
112,133
511,7
2391,41
70,2
1066,155
5389,61
40,49
386,69
1995,10
7202,6
231,21
5868,27
6358,76
0,1043
1439,539
710,77
286,581
6210,79
2,4
1051,3
168,292
2008,94
1904,95
1189,945
737,82
2645,457
43,1729
4079,18
158,786
31,32
5984,309
884,22
921,4
1820,1359
58,113
0,1631
775,54
452,297
1549,452
461,37
255,1333
2170,111
3113,315
1230,18
24,206
33,0
1926,272
8,2158
1324,450
134,262
194,53
51,420
1789,3
161,277
380,415
2,1811
3655,26
94,405
43,841
1242,105
449,18
1498,31
820,7
2818,13
2433,41
4017,409
38,76
22,577
8,15
183,1526
478,22
1778,73
51,96
240,103
2609,114
4004,71
316,68
23,478
4203,42
136,290
212,21
862,75
4989,620
80,655
373,6
1233,1074
1085,945
255,38
919,113
248,336
875,93
3500,4
1783,143
93,56
3,304
1776,167
12,2
1079,1488
1711,67
1937,2
3591,37
106,52
385,1
477,443
1164,149
48,197
1279,210
1117,4
2421,879
1677,162
614,6
2377,457
469,1629
0,53
2307,35
23,1259
445,565
3531,0
945,533
43,6
416,3
1465,8
1836,9
56,106
1234,439
42,69
141,1679
3098,310
136,17
5441,161
387,160
3212,112
98,78
1149,539
7327,6
3795,233
169,393
5181,1
2501,736
74,54
1554,173
687,56
302,30
966,1
2,170
117,229
292,167
2276,6
3643,120
1,275
1306,132
93,909
7025,26
794,80
8,1041
462,194
713,0
1296,1
263,4
1667,18
3561,665
253,41
2915,20
158,4
5758,50
10,7
485,231
185,27
1695,119
1898,1
0,128
717,13
6948,19
364,670
1475,14
66,48
8,489
462,890
7641,1492
40,538
222,294
42,200
692,2
1063,13
1033,202
1132,624
212,367
606,347
2,509
41,1
696,1743
2470,514
3980,17
3505,119
1184,72
635,278
5774,10
600,46
1169,70
129,305
2,33
311,41
3595,25
4781,10
36,192
3044,39
352,21
1311,393
45,14
1306,11
257,6
116,165
72,3
1197,163
6446,1964
200,1947
316,1081
461,0
2,1224
20,1
6,52
3032,18
1760,14
8007,6
4983,162
279,1222
694,739
1840,5
1125,5
76,14
150,1293
5526,1445
673,36
622,1
133,226
27,355
2663,56
995,30
8,20
123,331
2600,257
3098,0
2545,542
482,153
1683,13
862,108
4583,442
13,80
6919,2052
382,817
737,774
785,136
335,10
70,1657
3234,4
187,3
3817,117
4,1882
408,323
126,103
456,79
93,2098
135,1
391,923
68,36
1795,161
3848,1194
1,101
1050,104
1080,1515
766,166
42,554
30,11
2284,5
270,570
0,42
920,107
3517,200
163,567
1950,264
43,29
3754,53
3629,883
271,5
1304,0
100,41
1495,42
3811,13
86,12
56,79
42,110
724,1106
4261,129
32,39
18,6
4,53
668,204
380,1938
1906,0
1174,1025
886,35
28,369
88,28
74,19
4715,150
943,137
553,71
2,199
832,26
1881,17
6537,215
329,48
1071,114
2580,27
1283,2
3,320
847,67
921,197
49,2
14,832
1877,295
277,18
4420,510
7022,290
595,11
2,2212
0,377
78,38
5026,10
1367,622
253,4
96,321
7800,702
1936,101
301,910
24,13
2294,7
1255,778
10,96
2016,66
141,950
413,22
3086,67
1607,1067
1035,79
9,185
2226,1
2535,9
1632,1
2636,756
80,2
66,45
29,215
3203,178
165,439
38,143
8,462
123,21
469,1
178,1390
56,474
0,2182
28,0
1370,7
14,87
240,166
2244,97
1996,53
5205,25
38,331
866,72
61,170
6866,263
5032,9
296,5
630,0
5497,68
127,14
23,195
406,201
1017,46
46,32
500,3
3441,1543
126,221
382,43
59,4
1827,1361
1,131
5760,1077
845,514
116,66
432,1
2344,1777
1040,7
846,7
682,643
1092,330
6,73
1094,488
1576,375
2799,1502
423,48
33,94
713,556
238,17
6379,369
5439,90
53,132
3160,930
3983,836
4138,133
1512,10
7878,71
3156,116
1285,18
856,268
125,1177
1494,507
1925,83
1300,544
2452,10
862,113
131,19
121,12
838,25
4762,5
206,407
26,57
6603,141
2139,244
6674,472
1492,93
466,83
5810,73
6249,678
1187,1718
5994,269
96,43
760,2
93,2093
5046,6
107,621
1,24
6541,2
3290,90
125,1
404,50
390,5
1409,35
0,79
219,117
1918,22
484,119
3441,248
380,32
403,235
977,178
43,48
100,54
1174,574
312,30
5,5
298,17
28,1962
240,256
5291,204
726,32
4066,17
4,82
7028,139
1788,25
776,26
2686,251
3668,35
7991,241
19,484
40,789
526,21
88,1
141,9
487,139
127,224
74,508
383,74
321,1401
3114,1162
249,114
1706,38
32,984
154,39
140,86
105,1159
184,1054
36,7
4202,42
3221,136
4506,458
1458,1
28,722
826,1719
1093,275
4406,210
1923,102
6464,383
567,236
92,12
129,62
1141,7
447,306
1542,1387
7233,230
1311,130
158,50
1804,1
10,77
215,20
81,80
157,155
2411,141
67,5
0,218
5690,90
1277,11
518,15
424,901
133,35
6389,736
1357,4
679,24
1802,147
3622,84
3170,15
123,8
19,181
4365,162
28,61
198,260
786,0
2936,71
2281,118
246,16
359,275
216,35
179,89
7443,995
3524,2211
3454,24
2262,638
1048,1373
1004,91
2695,6
3,20
4236,6
4402,282
127,21
2254,893
46,5
2,119
804,32
73,58
382,12
4292,19
538,71
3306,471
116,111
4623,1134
462,23
139,16
662,172
992,46
1734,0
671,54
4106,61
943,1238
200,224
1717,836
1348,249
3883,408
232,145
1615,37
1031,5
0,853
406,817
87,448
4802,89
186,1011
138,1282
1447,59
218,256
38,31
1087,16
1435,1383
598,39
56,330
3050,4
1114,1
28,176
65,12
782,89
1697,6
23,399
122,70
5745,51
809,46
2,390
246,239
691,14
13,6
359,388
737,732
28,2193
40,11
1255,391
282,72
51,1677
3808,59
4316,510
126,45
2825,0
3159,5
1809,170
2037,4
10,291
485,3
42,592
722,238
44,6
4798,490
0,100
883,1
101,68
87,17
380,29
285,14
3099,290
2179,91
54,501
33,206
1894,1662
56,153
5,32
632,588
3935,94
247,77
1499,918
551,21
830,84
726,5
1413,475
96,904
260,1
133,285
5182,27
1816,242
3115,1387
1484,32
75,2
1161,3
165,140
942,588
1043,35
303,18
506,138
2243,249
2116,9
88,38
4270,59
23,0
316,14
6864,88
1530,166
794,3
2100,202
662,10
6162,20
558,75
1312,571
2782,629
5070,30
3206,11
11,21
198,1169
1985,1313
276,407
1244,220
384,48
1481,775
1635,610
1965,45
2867,85
43,64
2553,416
3703,1
693,6
5244,7
1034,66
8,312
2151,0
100,134
4727,40
118,294
3958,96
0,571
1674,5
4020,579
800,18
1171,5
626,2056
27,131
216,72
57,1476
7378,17
1426,92
2287,4
88,177
74,76
3785,42
574,433
1402,30
6584,13
6992,122
272,103
2,144
908,76
1136,93
50,164
2048,146
5445,116
582,142
6850,26
144,304
116,20
480,343
775,930
7794,47
0,270
4590,14
698,76
57,316
7874,102
2744,326
158,66
7973,370
128,17
6854,9
1068,148
2434,76
5079,1709
327,492
1438,220
119,78
908,1407
29,354
52,5
1394,8
5318,753
329,664
8,419
1313,22
598,24
833,137
6780,1625
51,244
473,778
240,11
62,468
2929,1141
5134,1
2528,714
41,95
2078,242
27,28
1369,9
4668,147
84,74
250,318
734,4
4342,1537
40,16
5041,176
1250,126
678,511
1856,1767
150,36
83,3
429,19
943,1001
196,290
1540,21
1542,975
5473,119
652,109
27,600
7992,325
1557,520
736,36
1303,428
2056,6
367,14
104,718
1994,2065
2526,41
101,47
2099,25
161,138
13,1897
163,580
1258,139
617,1
2412,199
536,25
2421,63
6654,31
522,20
100,120
342,21
623,140
4930,16
715,1393
1829,1228
194,20
7354,1643
62,7
136,133
364,859
1987,1
3279,231
38,111
8,46
1043,6
4520,1
273,62
40,863
833,6
118,8
448,36
7677,90
330,8
81,1414
279,81
1312,84
9,597
2159,1
198,3
2,310
716,2224
945,430
359,20
5588,119
1800,120
57,1246
329,65
511,169
22,172
225,16
1075,85
2266,27
6462,181
254,20
5,1336
2510,998
851,34
2173,632
452,63
2959,84
2207,979
1913,13
3196,15
1168,78
361,12
7719,52
3657,1152
826,49
30,65
0,20
3289,38
2113,337
484,44
48,288
161,7
3480,1313
87,129
5814,1
1567,74
43,103
1537,227
3014,8
29,8
2947,65
400,1148
227,147
545,106
33,190
365,1
2011,114
503,151
14,134
1266,7
0,592
60,448
521,82
173,863
763,3
3810,4
431,91
749,44
786,54
246,46
329,434
112,14
5138,117
1802,285
2737,113
84,172
47,24
192,5
501,5
909,30
127,95
2736,6
5160,227
60,4
7340,1
23,112
5598,149
76,1074
2,141
50,129
433,15
140,3
6689,2
1041,1
3551,556
1,380
183,108
3269,535
49,72
510,233
314,92
44,197
3257,32
6261,362
0,291
48,31
594,6
1989,21
1258,33
209,44
135,316
158,103
128,54
4695,5
24,71
884,323
2059,1406
196,2012
1522,332
76,186
316,649
3554,25
274,149
255,1216
27,503
15,94
6327,1577
868,140
19,264
517,9
365,374
810,5
646,423
425,33
4531,221
6979,2071
28,74
14,13
4911,6
122,12
2104,767
3012,17
1807,0
359,382
2200,1
1237,109
107,126
70,6
4483,653
2859,799
4681,252
169,343
282,30
1132,27
7273,175
180,1236
240,1367
2,0
1051,7
7591,5
500,69
230,90
841,7
126,27
4049,31
1,201
206,2
1785,18
789,1
1070,114
6930,1640
2,580
1969,196
101,10
7551,1713
33,4
1082,9
312,77
150,897
2372,1921
1974,0
1176,125
0,1018
76,45
422,1
848,173
260,75
89,63
398,217
672,10
478,26
118,45
2079,457
155,85
2870,460
1063,423
212,17
5049,1174
583,2
553,59
3049,8
373,2
57,1217
1659,40
2094,1044
3966,4
225,11
1274,6
2005,12
631,1403
38,1195
37,605
4932,190
2009,1623
187,32
558,17
83,243
719,6
615,113
638,210
1597,165
3254,1464
361,23
1,70
384,74
1571,423
215,69
125,199
1234,111
3589,179
671,342
0,9
309,49
445,561
57,57
43,122
29,35
589,43
137,66
5135,395
5,91
3294,7
752,614
270,81
397,737
97,695
99,1
136,21
6881,283
32,70
4,20
3572,131
179,6
61,54
8,190
1057,165
259,15
577,24
26,270
886,2
1294,37
28,336
30,1250
1838,1702
420,26
980,50
468,270
3462,270
168,194
4061,276
2507,321
301,43
3795,297
93,905
187,189
2593,34
3956,1783
818,2085
3125,4
2973,311
3471,40
5883,969
608,28
437,223
77,72
10,3
4524,736
1001,349
468,1158
53,16
0,132
1194,1440
3623,329
1263,2
1874,933
133,121
66,12
603,223
38,174
241,50
294,4
86,186
146,7
19,239
386,566
597,151
6657,103
41,5
7284,18
403,618
269,45
880,4
202,16
2751,659
188,67
151,73
1184,76
1,544
4596,47
3,110
7728,204
457,55
23,224
83,77
9,1362
1028,139
4106,447
2,61
313,1188
27,658
177,1
22,427
248,106
29,1413
1064,78
1,236
152,14
101,21
202,872
684,20
3090,163
1168,329
986,284
859,6
1230,59
128,422
1760,2
4100,779
7313,18
51,591
180,105
0,799
1125,1
76,10
740,97
4853,591
2031,45
1448,866
2001,10
200,758
4698,348
260,80
2387,152
373,745
156,1
324,863
753,123
75,83
38,37
133,1603
919,420
2073,105
8,24
506,61
3193,25
796,64
28,250
51,11
752,140
240,112
671,1509
249,134
7492,27
329,143
292,5
5113,415
481,68
1276,565
121,45
453,22
1,445
335,22
2206,282
600,189
2032,10
2485,449
1621,40
1469,299
0,1159
480,11
4272,6
525,292
149,48
3,663
102,835
86,580
72,434
533,11
4969,133
2020,1151
1079,16
3077,10
30,15
159,425
0,46
661,280
403,8
721,5
43,17
29,94
589,6
6384,596
3440,46
506,268
86,0
7336,56
19,73
616,11
321,177
194,417
1651,37
1997,113
950,1000
881,89
0,618
459,15
138,552
1067,5
4,49
4114,2076
179,45
716,252
165,66
227,281
2942,96
446,629
658,69
607,122
118,93
4669,196
72,677
2397,934
249,19
726,527
832,30
154,6
993,13
1071,126
248,196
183,38
40,304
3,324
7638,13
196,450
1275,1050
101,331
48,73
2265,101
253,0
594,60
135,502
836,1
1244,134
158,45
7332,541
7922,237
1419,2
10,108
125,183
51,1036
2342,653
1287,11
925,198
360,120
323,140
3137,140
4413,275
0,185
5001,15
2051,45
265,11
599,0
6777,14
659,343
1286,80
80,6
7450,149
66,41
587,713
38,131
469,13
3516,6
517,63
132,83
321,14
194,308
692,43
588,68
2955,143
173,650
786,99
1157,112
1768,1
5005,4
1076,64
1369,250
882,587
7848,459
400,200
3,117
296,9
630,4
6490,31
1075,185
169,285
127,10
76,927
2,86
2973,99
2205,25
500,15
871,8
5844,17
103,98
36,169
3784,55
45,37
7184,1376
1984,4
220,13
757,338
1151,38
803,22
201,456
736,83
58,67
685,102
6916,250
1999,69
18,1025
4,1084
408,93
1828,115
1187,77
1837,507
1733,58
1281,1
63,5
1096,0
2672,994
2603,1184
238,21
7209,100
2476,1546
5,156
722,414
2141,146
2943,13
237,52
329,1081
1590,25
686,991
4336,10
6677,137
7611,7
2610,157
8,125
303,174
86,298
146,151
4289,309
526,146
51,46
1185,267
1284,105
2,361
350,425
1952,66
174,10
1101,1197
1820,73
3,254
116,285
26,5
600,162
1098,353
1741,713
510,13
150,226
3068,75
159,112
1155,11
214,640
1800,451
149,27
495,153
119,797
232,447
6065,226
1,28
4021,44
485,36
125,29
1301,128
1197,47
1905,1240
0,67
3976,193
698,393
57,7
6,440
232,123
1689,9
5396,184
8,684
5,1
180,25
7831,17
422,106
32,16
765,514
4,94
8,232
4649,17
6993,153
1080,76
5532,460
1465,662
17,110
88,5
1190,0
141,5
37,244
1787,68
23,33
1720,11
92,708
606,90
2,252
2793,21
6846,360
3367,505
5014,196
3597,648
6560,9
3325,111
1283,45
70,294
93,95
40,341
2370,0
595,114
263,58
466,194
194,681
3432,41
2473,170
6694,25
11,50
177,270
36,455
96,186
105,60
451,72
5410,204
259,1457
1352,196
1633,53
141,909
508,30
5852,16
4162,415
365,1667
902,64
53,38
1432,203
48,746
470,49
20,256
986,19
15,15
294,242
912,893
1873,34
351,116
28,57
104,335
53,410
881,41
203,5
355,222
1039,27
2456,26
829,43
98,23
349,1569
672,490
1797,92
2605,128
40,132
3,24
296,46
727,977
549,13
1024,1097
724,37
2,115
922,0
5118,52
7805,10
2207,730
1772,41
102,2
4092,185
21,24
28,1284
0,493
2143,15
1662,490
917,207
873,3
5677,1818
4135,7
1334,432
423,11
63,224
1248,928
238,126
450,22
5591,358
461,438
1058,16
3312,6
636,4
140,1101
198,555
1950,11
721,258
2767,143
458,287
38,19
4827,1175
928,19
506,3
56,334
40,947
351,249
833,106
298,503
5,379
30,966
1483,240
985,87
971,36
249,204
13,2
2845,262
3064,745
26,46
12,77
2381,358
37,494
1155,46
4244,254
1687,212
126,81
1583,39
7890,639
82,43
3237,1059
695,31
1,55
870,35
6589,269
5151,25
56,609
1093,9
51,806
0,120
5335,221
3930,2
1969,2
101,64
638,825
594,323
1920,377
963,10
4232,233
218,95
167,42
697,43
56,157
4531,36
473,52
203,239
3618,1323
578,0
27,266
3552,2091
536,564
5892,266
28,263
927,1217
23,28
316,10
168,17
5450,0
373,248
714,4
1530,162
3258,5
1,448
44,305
2708,772
489,134
514,49
55,83
385,67
4922,29
2378,754
2696,211
1936,19
128,154
257,314
5857,240
70,1122
1248,10
570,106
932,629
2515,277
1476,10
67,44
4129,146
2839,7
825,9
80,48
6278,1312
324,955
7740,264
8,316
6967,17
42,7
5006,19
104,340
3264,16
6448,53
6819,6
62,173
961,5
1039,6
8003,1193
502,167
1797,103
3320,5
349,161
6734,192
2614,107
1497,149
88,181
6409,25
224,437
353,23
23,145
966,67
2,108
1240,32
382,21
1,349
4785,109
206,150
3057,74
992,7
1400,388
2498,671
57,320
54,151
1486,16
3447,16
128,21
77,14
5894,266
33,424
1338,11
1232,506
1695,53
7015,26
0,846
973,165
5614,38
9,16
380,295
237,106
4110,49
2094,81
373,602
170,37
1779,26
52,1
5627,6
414,1031
1306,1493
26,535
28,169
7843,363
74,315
122,47
286,1004
1925,5
2,447
131,193
27,16
601,443
4924,1
511,32
739,261
188,5
2656,185
40,20
3,168
7283,5
282,113
2328,371
3398,1074
687,259
1169,0
2300,119
4593,702
1448,73
2641,85
438,231
666,10
3185,528
2318,253
3944,2095
654,747
3173,63
456,2
1583,2
5943,362
3323,654
1,42
4197,22
884,113
1225,27
7419,1
5633,301
58,28
28,1460
7423,734
0,413
101,43
1595,175
5120,422
806,585
167,1
3507,48
4333,26
462,583
2711,0
418,505
5,55
194,16
51,393
473,479
521,169
445,129
392,19
1404,2
6045,13
2784,351
3388,91
2,1742
1641,249
435,4
1124,16
3,1532
4137,243
303,5
1,831
169,97
118,12
28,316
30,854
53,671
3022,26
4350,1574
583,227
198,7
2,306
862,46
131,74
4,452
50,6
359,16
140,132
914,2187
225,20
1682,0
93,21
757,62
2794,462
969,6
2018,27
3128,573
489,169
5116,449
2332,13
48,152
931,47
96,244
2359,661
7945,115
206,1000
1020,260
2773,8
5490,295
81,2
4367,6
708,185
58,1734
55,562
4846,106
2045,231
2122,13
4712,10
43,91
2026,212
29,4
1659,730
1968,37
868,5
8,257
56,13
19,131
402,9
6425,157
2231,48
3199,175
445,22
7672,25
18,72
4,11
3563,144
112,2
725,48
6138,3
141,112
4577,210
1349,540
302,61
4505,30
7552,21
2,137
2131,1713
1062,258
36,120
1468,109
3680,23
197,203
453,337
6926,196
40,266
2437,152
538,9
3,414
1202,16
4349,1
1377,30
328,5
277,84
2517,27
196,4
0,295
5093,19
129,69
371,22
408,12
48,19
744,1840
357,23
5429,762
1258,45
209,32
299,162
2089,30
128,10
2435,38
319,60
1688,1351
464,1
1591,3
104,40
717,42
6270,184
3123,139
23,1945
214,44
87,278
313,333
66,111
375,27
52,46
612,38
264,22
2453,10
1435,542
132,21
51,159
715,132
122,8
108,43
2,472
94,82
387,14
27,55
7634,819
100,1366
4672,126
7643,3
2153,372
282,26
28,522
231,13
201,74
23,769
2,28
311,10
205,515
281,83
500,65
126,31
163,19
709,4
1758,1
6028,1
3053,140
324,38
1,205
5525,9
4794,5
671,233
30,227
6284,262
0,434
2791,766
2777,20
357,412
447,30
87,103
1046,350
43,133
6518,740
241,268
24,214
4225,1086
342,2
56,231
1273,1446
925,1
1974,4
76,41
994,548
422,5
434,2179
1242,113
43,1322
3659,164
8,55
3246,44
1550,992
5,662
1589,6
118,33
51,104
344,30
37,5
463,140
1166,11
880,222
22,133
338,294
2799,41
4762,71
5516,92
1,414
951,280
6709,18
3804,82
10,580
2266,0
395,130
1273,187
1607,234
28,1120
2976,287
7875,102
2,915
131,557
68,7
361,27
4889,267
54,86
1,90
5193,373
614,62
173,2152
5702,438
418,165
42,521
67,86
0,13
1049,6
55,553
205,252
484,53
5035,140
493,193
366,49
3821,87
128,272
575,20
4741,67
1299,296
750,10
247,20
2653,129
32,90
991,26
4,16
133,436
320,325
193,201
61,50
2352,42
8,162
264,268
547,1099
1679,9
563,33
1506,403
353,237
3667,24
2101,52
1583,195
22,16
4026,104
4919,3
1350,34
38,1114
1,363
183,7
476,51
2181,29
196,33
756,25
78,5
2003,3
663,620
495,100
195,120
1562,14
695,319
665,376
10,15
916,47
402,725
5748,155
129,2143
2051,10
0,152
293,525
6438,1325
214,1
7093,691
7346,5
1371,185
13,527
158,456
3634,753
4019,25
935,176
294,56
123,54
2084,160
1518,43
2107,1
5428,22
455,15
2349,68
1015,247
127,407
198,326
1291,1059
41,9
2666,18
131,139
1807,43
27,42
7189,13
84,24
377,18
785,11
1834,6
40,94
282,7
5084,183
173,175
2038,8
3676,45
27,662
382,78
45,6
338,16
384,232
206,43
4296,227
6204,356
21,94
3859,322
28,1358
1001,114
360,262
1026,5
3930,117
295,288
152,18
447,485
103,583
1874,208
313,1
4532,36
126,1371
1908,23
949,148
474,52
665,709
4455,1112
485,404
722,385
208,7
925,60
30,320
7063,2090
270,243
53,225
807,56
76,6
3750,116
4295,37
318,223
9,75
2505,152
569,131
3141,419
260,92
3203,0
66,159
3138,631
1,1384
1788,161
554,11
1949,8
155,76
125,1206
51,15
344,3
1446,2
397,7
583,21
2,328
2528,659
4528,328
410,37
292,1
22,254
7507,1587
107,2
144,8
734,189
93,43
3894,457
1368,23
1098,384
12,23
19,1237
55,0
438,136
1526,427
25,85
615,72
198,1380
894,1
126,111
686,269
1,125
162,40
471,22
0,1735
618,481
323,7
532,64
57,32
4456,882
4077,8
43,21
1000,48
2306,157
271,13
1783,1066
114,98
63,431
86,4
7659,1
183,1210
365,51
247,51
14,208
2420,1
830,22
429,679
85,69
18,126
703,1665
4184,41
3293,509
375,284
820,447
5408,114
4345,90
1571,518
8,135
799,771
2504,218
1029,94
93,508
937,14
3269,5
259,22
222,0
402,387
141,38
1854,10
1787,101
272,42
2,223
1881,25
154,2
373,190
686,1601
7325,167
490,13
3537,0
79,253
2953,32
595,19
618,144
5333,1026
3831,552
489,92
129,19
6413,167
11,83
2982,4
36,486
96,345
6,202
428,376
1539,136
2375,165
100,256
3262,46
1287,7
0,189
399,47
2293,78
671,1863
133,0
66,37
2283,185
15,108
702,238
29,1588
1336,292
17,376
7700,1020
7938,237
56,482
810,55
2704,114
3013,8
28,24
1370,15
588,64
867,11
1044,307
1692,487
23,2232
2936,106
3083,1395
43,586
4820,1
575,568
151,32
84,5
377,117
28,2169
40,99
24,872
5050,509
1377,421
164,12
1506,3
535,15
2,82
3471,480
338,45
248,83
2981,1297
1269,2
4490,25
884,32
194,543
0,460
523,24
765,69
34,39
940,199
617,86
29,992
1244,21
63,1
2061,11
953,37
1529,858
807,23
3506,234
9,46
7635,179
673,23
2980,5
36,1069
27,414
449,32
1357,342
4693,78
6269,444
38,50
702,21
995,237
8,97
84,468
928,50
1232,0
1285,26
19,355
402,297
169,50
5347,46
0,1396
574,162
648,32
726,873
198,214
311,493
94,7
41,153
4,299
7487,491
255,16
843,284
1237,196
838,17
1,596
26,1
466,75
362,8
265,1705
1279,12
2599,30
73,324
442,19
82,10
1781,123
1,16
310,26
1714,4
1020,443
125,25
162,5
30,20
2321,32
37,1400
0,71
87,50
1159,0
43,40
1092,37
1793,206
1025,100
324,535
8,336
446,6
764,5
356,128
56,188
4171,26
180,229
1522,40
0,899
166,16
81,1796
2648,329
260,236
5309,312
1952,277
61,8
8,236
725,97
4014,27
2898,19
2183,433
88,9
2102,3
1621,352
496,350
2632,10
2,248
477,26
140,78
396,32
1302,428
36,15
22,110
2808,553
3,367
3968,251
743,1
3594,365
803,244
434,593
187,139
277,5
3333,360
2524,888
129,54
438,56
4823,287
6,239
105,32
2449,70
1463,95
695,241
24,58
63,891
10,117
879,5
1031,392
3437,215
122,519
6726,78
825,42
4214,478
147,18
1770,132
2035,24
1048,14
695,693
679,16
38,152
972,30
86,116
118,261
1755,6
321,37
173,1084
104,435
752,463
881,45
0,542
1148,101
71,6
6632,128
3210,1228
2219,675
4848,64
27,100
84,226
40,136
349,130
3,28
28,505
3174,18
46,13
16,32
680,71
2,79
410,216
36,178
382,52
1140,1844
776,713
135,190
1,190
220,38
3864,7
102,6
139,8
432,30
2027,14
51,929
1784,376
4638,31
5281,1756
2193,37
423,7
446,252
238,2
6658,283
88,615
450,18
7437,35
76,248
318,5
265,415
673,10
1157,712
2117,49
84,433
213,19
554,49
8,2017
6453,321
2183,219
208,637
448,396
74,346
957,5
32,826
2,414
2823,24
4327,18
576,807
396,138
5959,8
435,340
1530,27
2815,755
4981,162
2347,1
921,398
4173,1846
187,469
480,89
173,218
466,100
163,45
827,18
149,2
22,368
225,356
723,485
3385,64
3477,528
324,120
1,11
2511,602
870,39
840,22
6596,571
30,57
0,124
2,518
7870,58
906,112
1286,279
1567,162
1348,84
29,912
4873,27
2149,849
100,27
1186,10
137,23
125,952
1006,35
56,161
2326,1
976,18
7578,47
1125,120
76,115
136,168
392,50
32,9
1007,556
4,103
89,121
4398,154
8,241
967,3
2732,276
808,408
2898,44
93,434
28,259
448,7
1190,25
23,24
316,6
539,38
140,171
87,1338
126,260
329,102
7876,105
160,2008
1,452
409,47
53,1204
662,2
1492,213
3490,223
1563,10
514,13
5024,650
4735,1630
48,135
712,878
594,110
495,21
5585,457
125,137
93,1183
1965,37
360,38
323,186
2240,0
161,36
3482,1374
1770,161
1461,152
1357,23
308,44
190,8
296,507
3027,1
42,3
7285,18
298,169
5695,1
464,689
270,19
881,0
99,95
763,36
378,10
1464,1
5775,14
4636,135
5872,397
2024,89
5233,197
1703,27
3634,68
2419,15
815,83
3424,72
1474,840
127,120
97,189
67,773
505,336
657,435
2,104
115,529
371,443
1994,373
1957,79
73,5
419,17
292,225
3489,223
225,194
352,92
248,29
6760,140
1034,889
2204,148
4386,44
2264,439
586,860
14,797
798,457
263,70
2872,37
78,67
209,1
656,704
158,74
24,170
370,20
176,293
621,589
289,26
93,1044
51,512
360,145
1010,87
2022,164
3750,7
7916,26
2145,18
3247,11
555,1
541,46
744,70
7948,285
3099,0
6283,7
1299,495
86,228
1066,302
833,129
28,165
1243,346
1234,1103
971,63
1033,8
3808,492
583,106
454,26
41,71
27,20
4852,1364
1636,241
126,610
181,1379
3795,52
107,83
40,24
2845,317
2718,53
3248,96
3287,193
150,60
3453,57
6043,150
76,960
2869,73
548,86
3173,59
456,6
2825,19
1145,118
82,64
324,5
1410,8
1,46
38,1311
702,886
614,162
2575,8
1352,263
125,111
141,714
736,60
58,24
390,43
0,401
219,7
1305,0
2,547
920,34
